WC_Sample_Site_Name,Lab_Samp_No,Matrix_ID,Date_Collected,Date_Received,Date_Analyzed,Lab_Name,Analytical_Method,Analyte,Lab_Result_Qualifier,Result,Units,MDL,Reporting_Limit,Comments,ESA_omit_data,ESA_Flag,PercentDif,Site_Number,qa_type,Notes
Site 16,23100544-002,Surface Water,10/17/2023,10/18/2023,10/25/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.028,mg/L,0.0059,0.02,,,,,16,field_primary,
Site 16,23100106-004,Surface Water,10/2/2023,10/3/2023,10/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0281,mg/L,0.0059,0.02,,,,,16,field_primary,
Site 11,23060094-004,Surface Water,6/5/2023,6/6/2023,6/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0282,mg/L,0.0059,0.02,"temp was 14C however, one sample was collected morning of 6/5/23 (RM comment - one sample on 6/6, rest on 6/5. Could it be 4C rather than 14C?)",,,,11,field_primary,
Site 13,23060094-005,Surface Water,6/5/2023,6/6/2023,6/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0283,mg/L,0.0059,0.02,"temp was 14C however, one sample was collected morning of 6/5/23 (RM comment - one sample on 6/6, rest on 6/5. Could it be 4C rather than 14C?)",,,,13,field_primary,
SITE 18,23080234-007,Surface Water,8/7/2023,8/8/2023,8/8/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",,0.0582,mg/L,0.0042,0.02,,,,,18,field_primary,
Site 18,23100918-003,Surface Water,10/31/2023,10/31/2023,11/9/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0283,mg/L,0.0059,0.02,,,,,18,field_primary,
Site 20,23100107-005,Surface Water,10/3/2023,10/3/2023,10/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0285,mg/L,0.0059,0.02,,,,,20,field_primary,
Site 18,23090663-002,Surface Water,9/25/2023,9/26/2023,10/3/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0286,mg/L,0.0059,0.02,,,,,18,field_primary,
Site 17,23090662-002,Surface Water,9/25/2023,9/26/2023,10/3/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0287,mg/L,0.0059,0.02,,,,,17,field_primary,
Site 22,23080618-001,Surface Water,8/21/2023,8/22/2023,8/24/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0288,mg/L,0.0059,0.02,,,,,22,field_primary,
SITE 15,23100545-003,Surface Water,10/17/2023,10/18/2023,10/26/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0289,mg/L,0.0059,0.02,,,,,15,field_primary,
Site 16,23090268-002,Surface Water,9/11/2023,9/12/2023,9/19/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0291,mg/L,0.0059,0.02,,,,,16,field_primary,
1 Uva2023,23090127-003,Surface Water,9/6/2023,9/7/2023,9/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0293,mg/L,0.0059,0.02,,,,,1UVa2023,field_primary,
Site 18 Dupe,23090663-003,Surface Water,9/25/2023,9/26/2023,10/3/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0293,mg/L,0.0059,0.02,,,,,18,field_duplicate,
Site 14 DUPLICATE,23080617-007,Surface Water,8/21/2023,8/22/2023,8/24/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0294,mg/L,0.0059,0.02,,,,,14,field_duplicate,
Site 10 Dupe,23100917-003,Surface Water,10/30/2023,10/31/2023,11/9/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0294,mg/L,0.0059,0.02,,,,,10,field_duplicate,
Site 17DUPE,23090452-003,Surface Water,9/18/2023,9/19/2023,9/21/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0296,mg/L,0.0059,0.02,,,,,17,field_duplicate,
Site 1 Duplicate,23050593-007,Surface Water,5/17/2023,5/18/2023,5/30/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0297,mg/L,0.0059,0.02,,,,19%,1,field_duplicate,
Site 14,23060364-007,Surface Water,6/12/2023,6/13/2023,6/21/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0299,mg/L,0.0059,0.02,,,,,14,field_primary,
Site 16,23080620-001,Surface Water,8/22/2023,8/22/2023,8/23/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",,0.0538,mg/L,0.0042,0.02,,,,,16,field_primary,
Site 18 duplicate,23100342-005,Surface Water,10/9/2023,10/10/2023,10/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0299,mg/L,0.0059,0.02,,,,,18,field_duplicate,
Ste 13,23060728-004,Surface Water,6/26/2023,6/27/2023,7/6/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.03,mg/L,0.0059,0.02,,,,,13,field_primary,
Site 15,23100748-001,Surface Water,10/23/2023,10/24/2023,11/2/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0301,mg/L,0.0059,0.02,,,,,15,field_primary,
Site 7,23060363-003,Surface Water,6/12/2023,6/13/2023,6/21/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0302,mg/L,0.0059,0.02,,,,,7,field_primary,
Site 10,23060094-002,Surface Water,6/5/2023,6/6/2023,6/7/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0304,mg/L,0.0059,0.02,"temp was 14C however, one sample was collected morning of 6/5/23 (RM comment - one sample on 6/6, rest on 6/5. Could it be 4C rather than 14C?)",,,,10,field_primary,
Site 15,23090267-002,Surface Water,9/12/2023,9/12/2023,9/14/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0305,mg/L,0.0059,0.02,,,,,15,field_primary,
Site 26,23050721-001,Surface Water,5/23/2023,5/23/2023,6/2/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0306,mg/L,0.0059,0.02,,,,,26,field_primary,
Site 18,23100342-004,Surface Water,10/9/2023,10/10/2023,10/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0306,mg/L,0.0059,0.02,,,,,18,field_primary,
Site 10 Dupe,23100917-003,Surface Water,10/30/2023,10/31/2023,11/9/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,,0.053,mg/L,0.0062,0.02,,,,,10,field_duplicate,
Site 16,23100339-001,Surface Water,10/9/2023,10/10/2023,10/17/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0308,mg/L,0.0059,0.02,,,,,16,field_primary,
Site 20,23100916-002,Surface Water,10/31/2023,10/31/2023,11/9/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0308,mg/L,0.0059,0.02,,,,,20,field_primary,
SITE 16,23080767-004,Surface Water,8/28/2023,8/29/2023,9/1/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0309,mg/L,0.0059,0.02,,,,,16,field_primary,
Site 12,23100748-004,Surface Water,10/23/2023,10/24/2023,11/6/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0313,mg/L,0.0059,0.02,,,,,12,field_primary,
Site 17,23080620-002,Surface Water,8/22/2023,8/22/2023,8/23/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",,0.0521,mg/L,0.0042,0.02,,,,,17,field_primary,
Site 16,23070531-004,Surface Water,7/17/2023,7/18/2023,7/26/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0316,mg/L,0.0059,0.02,,,,,16,field_primary,
Site 16,23070531-004,Surface Water,7/17/2023,7/18/2023,7/26/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0316,mg/L,0.0059,0.02,,,,,16,field_primary,
Site 18 - Dupe,23090267-004,Surface Water,9/12/2023,9/12/2023,9/19/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0317,mg/L,0.0059,0.02,,,,,18,field_duplicate,
Site 17 Duplicate,23100106-003,Surface Water,10/2/2023,10/3/2023,10/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0317,mg/L,0.0059,0.02,,,,,17,field_duplicate,
Site 18,23100106-001,Surface Water,10/2/2023,10/3/2023,10/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0318,mg/L,0.0059,0.02,,,,,18,field_primary,
20,23090263-003,Surface Water,9/12/2023,9/12/2023,9/14/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0319,mg/L,0.0059,0.02,,,,,20,field_primary,
Site 11,23060728-005,Surface Water,6/26/2023,6/27/2023,7/6/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0323,mg/L,0.0059,0.02,,,,,11,field_primary,
SITE3UVa2023,23080619-001,Surface Water,8/22/2023,8/22/2023,8/23/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",,0.0495,mg/L,0.0042,0.02,,,,,3UVa2023,field_primary,
Site 11,23100918-001,Surface Water,10/31/2023,10/31/2023,11/9/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0326,mg/L,0.0059,0.02,,,,,11,field_primary,
Site 7,23060531-005,Surface Water,6/19/2023,6/20/2023,6/29/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0327,mg/L,0.0059,0.02,,,,,7,field_primary,
Site 7,23060729-008,Surface Water,6/26/2023,6/27/2023,7/10/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0327,mg/L,0.0059,0.02,,,,,7,field_primary,
Site 17,23100106-002,Surface Water,10/2/2023,10/3/2023,10/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0327,mg/L,0.0059,0.02,,,,,17,field_primary,
Site 10,23100743-003,Surface Water,10/24/2023,10/24/2023,11/2/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0329,mg/L,0.0059,0.02,,,,,10,field_primary,
Site 7,23050718-005,Surface Water,5/22/2023,5/23/2023,6/1/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.033,mg/L,0.0059,0.02,,,,,7,field_primary,
Site 17,23100544-003,Surface Water,10/17/2023,10/18/2023,10/25/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0333,mg/L,0.0059,0.02,,,,,17,field_primary,
Site 14,23080617-006,Surface Water,8/21/2023,8/22/2023,8/24/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0334,mg/L,0.0059,0.02,,,,,14,field_primary,
Site 17-Dupe,23100544-005,Surface Water,10/17/2023,10/18/2023,10/25/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0334,mg/L,0.0059,0.02,,,,,17,field_duplicate,
Site 15,23060729-006,Surface Water,6/26/2023,6/27/2023,7/10/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0338,mg/L,0.0059,0.02,,,,,15,field_primary,
Site 12,23090451-002,Surface Water,9/19/2023,9/19/2023,9/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0343,mg/L,0.0059,0.02,,,,,12,field_primary,
Site 18,23090060-001,Surface Water,9/5/2023,9/5/2023,9/11/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0344,mg/L,0.0059,0.02,,,,,18,field_primary,
5UVA2023,23100105-003,Surface Water,10/3/2023,10/3/2023,10/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0345,mg/L,0.0059,0.02,,,,,5UVa2023,field_primary,
SITE 20,23100545-001,Surface Water,10/17/2023,10/18/2023,10/25/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0345,mg/L,0.0059,0.02,,,,,20,field_primary,
Site 15,23090453-002,Surface Water,9/18/2023,9/19/2023,9/21/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0346,mg/L,0.0059,0.02,,,,,15,field_primary,
Site 25,23090452-001,Surface Water,9/18/2023,9/19/2023,9/21/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0347,mg/L,0.0059,0.02,,,,,25,field_primary,
Site 10,23060364-002,Surface Water,6/12/2023,6/13/2023,6/21/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0349,mg/L,0.0059,0.02,,,,,10,field_primary,
SITE 11,23080767-006,Surface Water,8/28/2023,8/29/2023,9/1/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0351,mg/L,0.0059,0.02,,,,,11,field_primary,
Site 14,23060094-007,Surface Water,6/6/2023,6/6/2023,6/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0354,mg/L,0.0059,0.02,"temp was 14C however, one sample was collected morning of 6/5/23 (RM comment - one sample on 6/6, rest on 6/5. Could it be 4C rather than 14C?)",,,,14,field_primary,
Site 12 Duplicate,23050631-004,Surface Water,5/18/2023,5/19/2023,6/1/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0357,mg/L,0.0059,0.02,,,,5.44%,12,field_duplicate,
Site 11- duplicate,23100743-002,Surface Water,10/24/2023,10/24/2023,11/2/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0359,mg/L,0.0059,0.02,,,,,11,field_duplicate,
Site 1,23050593-001,Surface Water,5/17/2023,5/18/2023,5/30/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.036,mg/L,0.0059,0.02,,,,,1,field_primary,
Site 27,23050718-004,Surface Water,5/22/2023,5/23/2023,6/1/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.036,mg/L,0.0059,0.02,,,,,27,field_primary,
Site 11,23060364-004,Surface Water,6/12/2023,6/13/2023,6/21/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0361,mg/L,0.0059,0.02,,,,,11,field_primary,
Site 15,23070085-004,Surface Water,7/5/2023,7/6/2023,7/13/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0361,mg/L,0.0059,0.02,,,,,15,field_primary,
Site 24,23080766-006,Surface Water,8/28/2023,8/29/2023,9/1/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0361,mg/L,0.0059,0.02,,,,,24,field_primary,
Site 15,23070287-008,Surface Water,7/10/2023,7/11/2023,7/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0362,mg/L,0.0059,0.02,,,,,15,field_primary,
Site 18,23050631-001,Surface Water,5/18/2023,5/19/2023,6/1/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0368,mg/L,0.0059,0.02,,,,,18,field_primary,
Site 13,23070540-003,Surface Water,7/17/2023,7/18/2023,7/26/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0368,mg/L,0.0059,0.02,,,,,13,field_primary,
Site 17,23050593-002,Surface Water,5/17/2023,5/18/2023,5/30/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0371,mg/L,0.0059,0.02,,,,,17,field_primary,
Site 11,23100743-001,Surface Water,10/24/2023,10/24/2023,11/2/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0371,mg/L,0.0059,0.02,,,,,11,field_primary,
Site 13 Duplicate,23070540-009,Surface Water,7/17/2023,7/18/2023,7/26/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0372,mg/L,0.0059,0.02,,,,,13,field_duplicate,
SITE 10,23090264-001,Surface Water,9/11/2023,9/12/2023,9/14/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0372,mg/L,0.0059,0.02,,,,,10,field_primary,
Site 12,23100917-004,Surface Water,10/30/2023,10/31/2023,11/9/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0372,mg/L,0.0059,0.02,,,,,12,field_primary,
Site 10,23050630-008,Surface Water,5/18/2023,5/19/2023,6/1/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0373,mg/L,0.0059,0.02,,,,,10,field_primary,
Site 18,23100544-004,Surface Water,10/17/2023,10/18/2023,10/25/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0373,mg/L,0.0059,0.02,,,,,18,field_primary,
Site 13,23060364-006,Surface Water,6/12/2023,6/13/2023,6/21/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0374,mg/L,0.0059,0.02,,,,,13,field_primary,
Site 11,23080617-003,Surface Water,8/21/2023,8/22/2023,8/24/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0376,mg/L,0.0059,0.02,,,,,11,field_primary,
Site 12,23050631-003,Surface Water,5/18/2023,5/19/2023,6/1/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0377,mg/L,0.0059,0.02,,,,,12,field_primary,
Site 10,23090126-002,Surface Water,9/6/2023,9/7/2023,9/11/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0377,mg/L,0.0059,0.02,,,,,10,field_primary,
Site 10 DUPE,23090126-003,Surface Water,9/6/2023,9/7/2023,9/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0379,mg/L,0.0059,0.02,,,,,10,field_duplicate,
Site 11,23090454-003,Surface Water,9/19/2023,9/19/2023,9/21/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0379,mg/L,0.0059,0.02,,,,,11,field_primary,
Site 11,23070287-004,Surface Water,7/10/2023,7/11/2023,7/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.038,mg/L,0.0059,0.02,,,,,11,field_primary,
Site 11,23090126-004,Surface Water,9/6/2023,9/7/2023,9/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.038,mg/L,0.0059,0.02,,,,,11,field_primary,
SITE 10 DUPE,23100545-005,Surface Water,10/17/2023,10/18/2023,10/26/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.038,mg/L,0.0059,0.02,,,,,10,field_duplicate,
Site 17,23090060-002,Surface Water,9/5/2023,9/5/2023,9/11/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0382,mg/L,0.0059,0.02,,,,,17,field_primary,
Site 12,23070302-002,Surface Water,7/10/2023,7/11/2023,7/24/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0385,mg/L,0.0059,0.02,,,,,12,field_primary,
Site 19,23050718-003,Surface Water,5/22/2023,5/23/2023,6/1/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0388,mg/L,0.0059,0.02,,,,,19,field_primary,
Site 12,23100107-004,Surface Water,10/2/2023,10/3/2023,10/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0388,mg/L,0.0059,0.02,,,,,12,field_primary,
Site 12,23100342-003,Surface Water,10/9/2023,10/10/2023,10/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0394,mg/L,0.0059,0.02,,,,,12,field_primary,
Site 13,23080617-005,Surface Water,8/21/2023,8/22/2023,8/24/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0398,mg/L,0.0059,0.02,,,,,13,field_primary,
3 Uva2023,23090127-001,Surface Water,9/6/2023,9/7/2023,9/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0399,mg/L,0.0059,0.02,,,,,3UVa2023,field_primary,
Site 17 - duplicate,23100915-002,Surface Water,10/30/2023,10/31/2023,11/9/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,,0.0414,mg/L,0.0062,0.02,,,,,17,field_duplicate,
Site 11,23090662-004,Surface Water,9/26/2023,9/26/2023,10/3/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.04,mg/L,0.0059,0.02,,,,,11,field_primary,
Site 11,23050593-004,Surface Water,5/17/2023,5/18/2023,5/30/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0403,mg/L,0.0059,0.02,,,,,11,field_primary,
Site 11 Duplicate,23060530-003,Surface Water,6/19/2023,6/20/2023,6/29/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0403,mg/L,0.0059,0.02,,,,,11,field_duplicate,
SITE2UVa2023,23080619-003,Surface Water,8/22/2023,8/22/2023,8/23/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",,0.041,mg/L,0.0042,0.02,,,,,2UVa2023,field_primary,
Site 26UVa2023,23080618-006,Surface Water,8/21/2023,8/22/2023,8/25/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0404,mg/L,0.0059,0.02,,,,,26UVa2023,field_primary,
SITE 10,23080767-005,Surface Water,8/28/2023,8/29/2023,9/1/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0407,mg/L,0.0059,0.02,,,,,10,field_primary,
Site 14,23060531-008,Surface Water,6/19/2023,6/20/2023,6/29/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0408,mg/L,0.0059,0.02,,,,,14,field_primary,
Site 23,23060728-007,Surface Water,6/26/2023,6/27/2023,7/6/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0409,mg/L,0.0059,0.02,,,,,23,field_primary,
SITE 18 Dupe,23080767-003,Surface Water,8/28/2023,8/29/2023,9/1/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0409,mg/L,0.0059,0.02,,,,,18,field_duplicate,
Site 23,23050718-006,Surface Water,5/22/2023,5/23/2023,6/5/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0412,mg/L,0.0059,0.02,,,,,23,field_primary,
Site 10,23060728-006,Surface Water,6/26/2023,6/27/2023,7/6/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0413,mg/L,0.0059,0.02,,,,,10,field_primary,
Site 20,23100341-001,Surface Water,10/10/2023,10/10/2023,10/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0413,mg/L,0.0059,0.02,,,,,20,field_primary,
Site 15,23060531-006,Surface Water,6/19/2023,6/20/2023,6/29/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0414,mg/L,0.0059,0.02,,,,,15,field_primary,
Site 10,23080040-002,Surface Water,7/31/2023,8/1/2023,8/4/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0414,mg/L,0.0059,0.02,,,,,10,field_primary,
Site 11,23100105-002,Surface Water,10/3/2023,10/3/2023,10/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0414,mg/L,0.0059,0.02,,,,,11,field_primary,
Site 18,23070287-007,Surface Water,7/10/2023,7/11/2023,7/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0417,mg/L,0.0059,0.02,,,,,18,field_primary,
Site 17,23080620-002,Surface Water,8/22/2023,8/22/2023,8/25/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0417,mg/L,0.0059,0.02,,,,,17,field_primary,
Site 10,23090451-001,Surface Water,9/19/2023,9/19/2023,9/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0419,mg/L,0.0059,0.02,,,,,10,field_primary,
Site 20,23070287-002,Surface Water,7/10/2023,7/11/2023,7/11/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",,0.0381,mg/L,0.0042,0.02,,,,,20,field_primary,
Site 12,23070746-004,Surface Water,7/24/2023,7/25/2023,7/27/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0421,mg/L,0.0059,0.02,,,,,12,field_primary,
3UVa2023,23080233-004,Surface Water,8/7/2023,8/8/2023,8/9/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0423,mg/L,0.0059,0.02,,,,,3UVa2023,field_primary,
SITE 10,23100545-004,Surface Water,10/17/2023,10/18/2023,10/26/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0424,mg/L,0.0059,0.02,,,,,10,field_primary,
Site 20,23090451-003,Surface Water,9/19/2023,9/19/2023,9/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0425,mg/L,0.0059,0.02,,,,,20,field_primary,
Site 18,23090454-005,Surface Water,9/19/2023,9/19/2023,9/21/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0425,mg/L,0.0059,0.02,,,,,18,field_primary,
SITE1UVa2023,23080619-002,Surface Water,8/22/2023,8/22/2023,8/23/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",,0.0377,mg/L,0.0042,0.02,,,,,1UVa2023,field_primary,
Site 14,23060728-003,Surface Water,6/26/2023,6/27/2023,7/6/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0426,mg/L,0.0059,0.02,,,,,14,field_primary,
Site 16,23070085-003,Surface Water,7/5/2023,7/6/2023,7/13/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0428,mg/L,0.0059,0.02,,,,,16,field_primary,
Site 11 duplicate,23100340-002,Surface Water,10/10/2023,10/10/2023,10/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.043,mg/L,0.0059,0.02,,,,,11,field_duplicate,
Site 15,23100342-002,Surface Water,10/9/2023,10/10/2023,10/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.043,mg/L,0.0059,0.02,,,,,15,field_primary,
SITE 18,23080234-007,Surface Water,8/7/2023,8/8/2023,8/10/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0431,mg/L,0.0059,0.02,,,,,18,field_primary,
Site 18 Dupe,23100748-003,Surface Water,10/23/2023,10/24/2023,11/6/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0431,mg/L,0.0059,0.02,,,,,18,field_duplicate,
Site 11,23060530-002,Surface Water,6/19/2023,6/20/2023,6/29/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0434,mg/L,0.0059,0.02,,,,,11,field_primary,
Site 18,23070747-006,Surface Water,7/24/2023,7/25/2023,7/28/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0436,mg/L,0.0059,0.02,,,,,18,field_primary,
Site 10,23070086-002,Surface Water,7/5/2023,7/6/2023,7/13/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.044,mg/L,0.0059,0.02,,,,,10,field_primary,
Site 2 UVa2023,23090268-003,Surface Water,9/11/2023,9/12/2023,9/19/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0441,mg/L,0.0059,0.02,,,,,2UVa2023,field_primary,
Site 11,23100544-001,Surface Water,10/17/2023,10/18/2023,10/24/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0444,mg/L,0.0059,0.02,,,,,11,field_primary,
Site 20,23060363-006,Surface Water,6/12/2023,6/13/2023,6/21/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0446,mg/L,0.0059,0.02,,,,,20,field_primary,
Site 11,23100340-001,Surface Water,10/10/2023,10/10/2023,10/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0452,mg/L,0.0059,0.02,,,,,11,field_primary,
Site 14,23050718-007,Surface Water,5/22/2023,5/23/2023,6/5/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0454,mg/L,0.0059,0.02,,,,,14,field_primary,
Site 15,23080618-004,Surface Water,8/21/2023,8/22/2023,8/24/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0454,mg/L,0.0059,0.02,,,,,15,field_primary,
Site 10 Dupe,23100107-003,Surface Water,10/2/2023,10/3/2023,10/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0455,mg/L,0.0059,0.02,,,,,10,field_duplicate,
Site 20,23080617-008,Surface Water,8/21/2023,8/22/2023,8/24/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0456,mg/L,0.0059,0.02,,,,,20,field_primary,
Site 27,23090451-004,Surface Water,9/19/2023,9/19/2023,9/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0457,mg/L,0.0059,0.02,,,,,27,field_primary,
Site 5UVa2023,23090663-004,Surface Water,9/25/2023,9/26/2023,10/3/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0459,mg/L,0.0059,0.02,,,,,5UVa2023,field_primary,
SITE 11,23090264-002,Surface Water,9/11/2023,9/12/2023,9/14/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.046,mg/L,0.0059,0.02,,,,,11,field_primary,
