Waterbody,Project,Replicate,Habitat,Date,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Abundance,Location
Lake Tahoe,NA,26,near-shore,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,26,near-shore,2023-05-08,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,26,near-shore,2023-05-08,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,26,near-shore,2023-05-08,Mideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,2,Tahoe Keys Marina
Lake Tahoe,NA,26,near-shore,2023-05-08,Neumania,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,7,Tahoe Keys Marina
Lake Tahoe,NA,26,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,17,Tahoe Keys Marina
Lake Tahoe,NA,26,near-shore,2023-05-08,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,2,Tahoe Keys Marina
Lake Tahoe,NA,26,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,23,Tahoe Keys Marina
Lake Tahoe,NA,26,near-shore,2023-05-08,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,8,Tahoe Keys Marina
Lake Tahoe,NA,26,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,22,Tahoe Keys Marina
Lake Tahoe,NA,26,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8,Tahoe Keys Marina
Lake Tahoe,NA,26,near-shore,2023-05-08,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,3,Tahoe Keys Marina
Lake Tahoe,NA,26,near-shore,2023-05-08,Stratiomyidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Stratiomyidae,soldier flies,1,Tahoe Keys Marina
Lake Tahoe,NA,26,near-shore,2023-05-08,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,7,Tahoe Keys Marina
Lake Tahoe,NA,27,mid-channel,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,27,mid-channel,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,25.83,Tahoe Keys Marina
Lake Tahoe,NA,27,mid-channel,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,17.22,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Coenagrionidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,5,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,1,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Caenis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Caenidae,mayflies,5,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Dicrotendipes,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,3,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,8,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,3,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Alotanypus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Tanypus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,1,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Dasyhelea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,1,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,3,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Crangonyx,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Crangonyctidae,scuds,1,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,2,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,2,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8,Tahoe Keys Marina
Lake Tahoe,NA,27,near-shore,2023-05-08,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,1,Tahoe Keys Marina
Lake Tahoe,NA,3,mid-channel,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,3,near-shore,2023-05-08,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,1,Tahoe Keys Marina
Lake Tahoe,NA,3,near-shore,2023-05-08,Pseudosmittia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,3,near-shore,2023-05-08,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,3,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,13,Tahoe Keys Marina
Lake Tahoe,NA,3,near-shore,2023-05-08,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,1,Tahoe Keys Marina
Lake Tahoe,NA,3,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,81,Tahoe Keys Marina
Lake Tahoe,NA,5,near-shore,2023-05-08,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,5,near-shore,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8,Tahoe Keys Marina
Lake Tahoe,NA,5,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,35,Tahoe Keys Marina
Lake Tahoe,NA,5,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,5,near-shore,2023-05-08,Cricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,5,near-shore,2023-05-08,Pseudosmittia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,5,near-shore,2023-05-08,Alotanypus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,5,near-shore,2023-05-08,Limnesia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,5,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,18,Tahoe Keys Marina
Lake Tahoe,NA,5,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,5,Tahoe Keys Marina
Lake Tahoe,NA,5,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,30,Tahoe Keys Marina
Lake Tahoe,NA,5,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,36,Tahoe Keys Marina
Lake Tahoe,NA,7,mid-channel,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8.61,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,2,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Coenagrionidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,3,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,4,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Cladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,12,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Pseudochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,3,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,11,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Cricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Pseudosmittia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Limnesia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Neumania,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,1,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,18,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,60,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,94,Tahoe Keys Marina
Lake Tahoe,NA,7,near-shore,2023-05-08,Physa/Physella,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Physidae,snails,1,Tahoe Keys Marina
Lake Tahoe,NA,8,mid-channel,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Oxyethira,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,2,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Coenagrionidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,1,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Pseudochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Micropsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,8,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Cricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Mideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Neumania,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,8,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,3,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Dasyhelea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,1,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,3,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,28,Tahoe Keys Marina
Lake Tahoe,NA,8,near-shore,2023-05-08,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,2,Tahoe Keys Marina
Lake Tahoe,NA,9,mid-channel,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,17.22,Tahoe Keys Marina
Lake Tahoe,NA,9,mid-channel,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,9,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,9,near-shore,2023-05-08,Micropsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,9,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,5,Tahoe Keys Marina
Lake Tahoe,NA,9,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,4,Tahoe Keys Marina
Lake Tahoe,NA,9,near-shore,2023-05-08,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,9,near-shore,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,9,near-shore,2023-05-08,Neumania,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,9,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,1,Tahoe Keys Marina
Lake Tahoe,NA,9,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,5,Tahoe Keys Marina
Lake Tahoe,NA,9,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,9,Tahoe Keys Marina
Lake Tahoe,NA,9,near-shore,2023-05-08,Stratiomyidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Stratiomyidae,soldier flies,1,Tahoe Keys Marina
Lake Tahoe,Tahoe Keys West Lagoon,25,mid-channel,2022-10-31,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,mid-channel,2022-10-31,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,43.05,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,mid-channel,2022-10-31,Pseudochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,17.22,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,mid-channel,2022-10-31,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,25.83,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,mid-channel,2022-10-31,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,25.83,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,mid-channel,2022-10-31,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,17.22,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,mid-channel,2022-10-31,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,8.61,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,mid-channel,2022-10-31,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,8.61,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,mid-channel,2022-10-31,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,249.69,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,mid-channel,2022-10-31,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,34.44,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,mid-channel,2022-10-31,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,464.94,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,mid-channel,2022-10-31,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,77.49,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,mid-channel,2022-10-31,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,17.22,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,mid-channel,2022-10-31,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,146.37,NA
Lake Tahoe,Tahoe Keys West Lagoon,27,mid-channel,2022-10-31,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,17.22,NA
Lake Tahoe,Tahoe Keys West Lagoon,27,mid-channel,2022-10-31,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,8.61,NA
Lake Tahoe,Tahoe Keys West Lagoon,27,mid-channel,2022-10-31,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,51.66,NA
Lake Tahoe,Tahoe Keys West Lagoon,27,mid-channel,2022-10-31,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,8.61,NA
Lake Tahoe,Tahoe Keys West Lagoon,27,mid-channel,2022-10-31,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,60.27,NA
Lake Tahoe,Tahoe Keys West Lagoon,27,mid-channel,2022-10-31,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,17.22,NA
Lake Tahoe,Tahoe Keys West Lagoon,7,mid-channel,2022-10-31,Oxyethira,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,25.83,NA
Lake Tahoe,Tahoe Keys West Lagoon,7,mid-channel,2022-10-31,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,8.61,NA
Lake Tahoe,Tahoe Keys West Lagoon,7,mid-channel,2022-10-31,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,77.49,NA
Lake Tahoe,Tahoe Keys West Lagoon,7,mid-channel,2022-10-31,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,77.49,NA
Lake Tahoe,Tahoe Keys West Lagoon,7,mid-channel,2022-10-31,Pseudochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,NA
Lake Tahoe,Tahoe Keys West Lagoon,7,mid-channel,2022-10-31,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,17.22,NA
Lake Tahoe,Tahoe Keys West Lagoon,7,mid-channel,2022-10-31,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,223.86,NA
Lake Tahoe,Tahoe Keys West Lagoon,7,mid-channel,2022-10-31,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,17.22,NA
Lake Tahoe,Tahoe Keys West Lagoon,7,mid-channel,2022-10-31,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,17.22,NA
Lake Tahoe,Tahoe Keys West Lagoon,7,mid-channel,2022-10-31,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,68.88,NA
Lake Tahoe,Tahoe Keys West Lagoon,7,mid-channel,2022-10-31,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8.61,NA
Lake Tahoe,Tahoe Keys West Lagoon,7,mid-channel,2022-10-31,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,77.49,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,near-shore,2022-10-31,Hydroptila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,5.34,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,near-shore,2022-10-31,Oxyethira,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,32.04,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,near-shore,2022-10-31,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,2.67,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,near-shore,2022-10-31,Coenagrion/Enallagma,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,21.36,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,near-shore,2022-10-31,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,13.35,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,near-shore,2022-10-31,Hydra,U,non-insect,Aquatic,Cnidaria: Hydrozoa,miscellaneous non-insect,Hydridae,hydroids,2.67,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,near-shore,2022-10-31,Caenis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Caenidae,mayflies,2.67,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,near-shore,2022-10-31,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2.67,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,near-shore,2022-10-31,Cryptochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,5.34,NA
Lake Tahoe,Tahoe Keys West Lagoon,25,near-shore,2022-10-31,Dicrotendipes,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,24.03,NA
